Tvalue/_class,Tvalue/__text,Nvalue/_class,Nvalue/__text,Mvalue/_class,Mvalue/__text,stagetablevalue/0/_class,stagetablevalue/0/_outputclass,stagetablevalue/0/__text,stagetablevalue/1/_class,stagetablevalue/1/_outputclass,stagetablevalue/1/__text,stagegroup/_class,stagegroup/__text,_class
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN0,#NAME?,pM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1a,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1b,#NAME?,AJCCfactor-PSA,"greater than or equal to
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,less than 10,#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,1,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,2,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,3,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,4,#NAME?,IVB,#NAME?
#NAME?,cT0,#NAME?,cN1,#NAME?,cM1c,#NAME?,AJCCfactor-PSA,"greater than or equal to 10, but less than
        20",#NAME?,AJCCfactor-GG,5,#NAME?,IVB,#NAME?
